id_generado;ùTienes equipo/s de Aire Acondicionado en tu hogar?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùCuÿntos Aires Acondicionados tienes en tu hogar? [Comunes];ùCuÿntos Aires Acondicionados tienes en tu hogar? [©Inverterî];ùCuÿntos Aires Acondicionados tienes en tu hogar? [No s? de qu? tipo, pero tengo esta cantidad:];ùQu? potencia tienen tus equipos? [9.000 BTU];ùQu? potencia tienen tus equipos? [12.000 BTU];ùQu? potencia tienen tus equipos? [18.000 BTU];ùQu? potencia tienen tus equipos? [24.000 BTU];ùUsas Aire Acondicionado en Invierno?;En INVIERNO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en INVIERNO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de INVIERNO?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùUsas Aire Acondicionado en Verano?;En VERANO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en VERANO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de VERANO?;ùEn qu? tipo de vivienda resides?;ùCuÿntos metros cuadrados construidos tiene tu hogar? (aproximadamente);ùCuÿntas personas viven habitualmente en el hogar?;ùCuÿntos aÏos hace que vives en tu domicilio actual?
6897501850;SI;;;;;2;1;1;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
2192810329;SI;;;2;;;;;2;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;3;Entre dos y cinco aÏos
6897770099;SI;;;1;1;;1;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Entre dos y cinco aÏos
6640510199;SI;;;;;2;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a supergas;No;;;;Apartamento;Entre 40m2 y 80m2;2;Menos de un aÏo
6899871786;No;S­;Calefacci½n central;;;;;;;;;;;;;;;;;;Apartamento;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
9655160516;SI;;;;;1;1;;;;No;;;;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Apartamento;40m2 o menos;1;Menos de un aÏo
6900711723;SI;;;4;;;;3;1;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Calefacci½n central, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
3419611785;SI;;;;;2;1;;2;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Cable radiante el?ctrico, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;5;Menos de un aÏo
6901321471;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;5;Mÿs de cinco aÏos
6907870858;SI;;;2;2;;2;2;;2;No;;;;Si;Calefacci½n central;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
6903441043;SI;;;2;1;;2;1;;;No;;;;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
6902170651;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
6905880991;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
6908071557;SI;;;1;;;;1;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Apartamento;40m2 o menos;1;Mÿs de cinco aÏos
6908381056;SI;;;3;;;2;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
1827981947;SI;;;3;;3;3;3;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Calefacci½n central;No;;;;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
6904221945;SI;;;2;;;;2;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
6906071435;SI;;;3;3;;1;3;1;1;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 4 y 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
6906360895;SI;;;2;;2;;1;;2;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Gas por caÏer­a;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
7218304750;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
6915100003;SI;;;3;;;2;1;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
6910900374;SI;;;3;;;3;;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;5;Mÿs de cinco aÏos
6917151435;SI;;;;1;;;1;;;No;;;;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
7199575986;SI;;;1;;;;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;No;;No;;;;Casa;40m2 o menos;2;Entre uno y dos aÏos
6911570412;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
3951730733;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Apartamento;40m2 o menos;2;Entre dos y cinco aÏos
6844139447;SI;;;;;3;;;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
3467332255;SI;;;2;;2;1;1;;;No;;;;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;5;Mÿs de cinco aÏos
2268561282;SI;;;1;;;;1;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;40m2 o menos;4;Mÿs de cinco aÏos
6912640732;SI;;;3;;;1;1;2;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
2702010847;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
2521710396;SI;;;1;2;;3;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;5;Entre dos y cinco aÏos
258016451;SI;;;1;;1;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;7;Mÿs de cinco aÏos
8798080143;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;1;Menos de un aÏo
8538037952;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;6;Mÿs de cinco aÏos
6912550382;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Apartamento;40m2 o menos;1;Entre dos y cinco aÏos
6917021157;SI;;;1;;;;1;;;No;;;;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5004970114;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;40m2 o menos;2;Entre uno y dos aÏos
1762560559;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
6920680038;SI;;;3;1;;1;2;2;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6975930215;SI;;;3;;;2;;2;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6924320957;SI;;;3;;;3;;;;No;;;;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6920561190;SI;;;3;;;2;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Apartamento;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
231010637;SI;;;4;;;;;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 80m2 y 120m2;2;Entre uno y dos aÏos
1523450226;SI;;;1;1;;;1;;1;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
6926050505;SI;;;1;1;;;1;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
5780350159;SI;;;1;;;;;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
2659801235;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Entre uno y dos aÏos
6930220592;No;No;;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
6937641304;SI;;;2;;1;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;No;;;;Casa;Mÿs de 120m2;2;Mÿs de cinco aÏos
6930321949;SI;;;;;3;1;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;6;Mÿs de cinco aÏos
6935141783;SI;;;;1;;;;1;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
6936781575;SI;;;2;;;;2;2;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6930841916;No;S­;Calefacci½n central;;;;;;;;;;;;;;;;;;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
6930841916;No;S­;Calefacci½n central;;;;;;;;;;;;;;;;;;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
9480205152;SI;;;3;;;;1;1;1;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
6932210549;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;2;Mÿs de cinco aÏos
6933020798;SI;;;;;2;1;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Apartamento;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
6933060479;SI;;;Mÿs de 4;;;;Mÿs de 4;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;entre 4 y 5 horas;mas de 5 horas;Si;Calefacci½n central, Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
6933970726;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
6935361758;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;5;Mÿs de cinco aÏos
6935171200;No;No;;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5664174968;SI;;;;;2;2;;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Apartamento;40m2 o menos;1;Entre dos y cinco aÏos
6935990348;SI;;;3;2;;;2;2;1;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Si;Calefacci½n central, Estufa a supergas;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
7243430220;SI;;;3;1;;3;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
9898903952;SI;;;;3;;2;;1;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
1029882325;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;5;Menos de un aÏo
6939281064;SI;;;2;;;1;2;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
6935140898;SI;;;1;;;;1;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a supergas, Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
6940760234;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
6940911840;SI;;;2;;;;1;;1;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;1 hora o menos;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;1 hora o menos;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
2585360638;SI;;;3;;;3;;;;No;;;;Si;Cable radiante el?ctrico, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
6949321032;SI;;;3;;;2;1;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3183085944;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena, Cocina a leÏa;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
6942550646;SI;;;2;;;2;2;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;2;Entre uno y dos aÏos
6942890125;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Mÿs de cinco aÏos
6943070819;SI;;;2;;;;2;;;No;;;;Si;Calefacci½n central, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;5;Mÿs de cinco aÏos
5893546395;SI;;;2;2;;;2;1;1;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Mÿs de 120m2;4;Entre dos y cinco aÏos
6947071473;SI;;;;1;;;1;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5153541727;SI;;;3;;;2;1;;;No;;;;Si;Cable radiante el?ctrico;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
6944140934;SI;;;2;;;2;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 3 y 4 horas;Si;Cable radiante el?ctrico;No;;;;Casa;Mÿs de 120m2;2;Mÿs de cinco aÏos
6907381782;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
6945091603;SI;;;;;1;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;40m2 o menos;2;Mÿs de cinco aÏos
6944840229;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;7;Mÿs de cinco aÏos
136480056;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Radiador de aceite;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5576851117;SI;;;;2;;1;1;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Entre dos y cinco aÏos
639159967;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Menos de un aÏo
6945990801;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
6946011551;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
8029800747;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Entre uno y dos aÏos
2610701755;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Entre dos y cinco aÏos
6947470504;SI;;;3;;;3;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
7184296336;SI;;;1;;;;;;;No;;;;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;2;Entre uno y dos aÏos
7816510287;No;S­;radiador de aceite;;;;;;;;;;;;;;;;;;Apartamento;40m2 o menos;1;Menos de un aÏo
